"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 14-Aug-2024"
"PRESTIGE","1,630.00","1,639.90","1,596.00","1,628.90","1,600.00","-","-28.90","-1.77","3,09,115","49.68","1,972.00","1,048.05","-6.85","-10.44"
"NCC","221.96","222.29","217.78","222.68","218.41","-","-2.07","-0.94","13,66,665","29.97","330.80","170.05","-4.56","-29.52"
"VEDL","439.40","439.70","428.10","438.75","430.00","-","-8.75","-1.99","56,18,967","241.90","526.95","363.00","-3.86","2.38"
"NBCC","105.75","106.29","103.00","105.78","103.60","-","-2.18","-2.06","58,24,140","60.53","139.83","70.80","-10.03","-40.41"
"PATANJALI","1,806.00","1,806.00","1,755.50","1,797.50","1,758.90","-","-38.60","-2.15","5,11,956","90.86","2,011.00","1,570.00","-5.10","0.03"
"JINDALSTEL","999.05","999.45","968.20","996.35","974.50","-","-21.85","-2.19","18,46,204","180.32","1,073.70","723.35","4.72","4.91"
"MCX","8,360.00","8,387.50","8,076.00","8,339.00","8,150.00","-","-189.00","-2.27","4,40,420","360.12","9,115.00","4,302.00","-2.77","86.06"
"TORNTPOWER","1,366.90","1,366.90","1,327.30","1,362.10","1,330.70","-","-31.40","-2.31","7,72,075","103.44","2,037.00","1,207.25","-4.63","-20.79"
"PIIND","3,772.70","3,844.90","3,664.10","3,772.70","3,670.50","-","-102.20","-2.71","6,60,958","247.37","4,804.05","2,951.10","-10.09","-14.86"
"TATASTEEL","160.02","160.60","154.83","160.18","155.68","-","-4.50","-2.81","4,72,56,126","739.89","170.18","122.62","-1.29","6.25"
"SAIL","124.20","124.35","120.20","124.05","120.40","-","-3.65","-2.94","78,79,264","95.47","144.20","99.15","-9.89","-3.88"
"IDEA","6.39","6.40","6.12","6.36","6.17","-","-0.19","-2.99","57,32,62,165","356.00","16.55","6.12","-21.46","-61.05"
"NHPC","84.90","84.98","81.83","85.11","82.10","-","-2.50","-2.96","1,39,88,133","115.50","100.50","71.00","-7.07","-12.13"
"MAXHEALTH","1,275.00","1,275.00","1,204.10","1,267.10","1,216.10","-","-51.00","-4.02","56,57,114","692.02","1,314.30","836.60","-3.59","40.31"
"HINDPETRO","402.00","406.10","393.80","411.10","394.50","-","-6.10","-1.52","65,36,476","259.26","457.15","287.55","-11.60","5.70"
"NMDC","72.29","72.29","69.00","72.58","69.50","-","-2.08","-2.91","3,42,42,659","238.26","82.83","59.53","1.11","-67.10"
